corpus	piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument	composed_source	P86 (composer)	wikidata	musicbrainz	viaf	imslp	pdf	score_integrity	typesetter	subtitle_text	wdt:P86	sequencer	staff_5_ambitus	staff_5_instrument	staff_6_ambitus	staff_6_instrument	imslp.1	key	mode	electronic editor	electronic encoder	path	extension	annotator	reviewer	text	score integrity	PDF	librettist	sceneNumber	sceneTitle	staff_7_ambitus	staff_7_instrument	staff_8_ambitus	staff_8_instrument	staff_9_ambitus	staff_9_instrument	staff_10_ambitus	staff_10_instrument	staff_11_ambitus	staff_11_instrument	staff_12_ambitus	staff_12_instrument	staff_13_ambitus	staff_13_instrument	staff_14_ambitus	staff_14_instrument	staff_15_ambitus	staff_15_instrument	staff_16_ambitus	staff_16_instrument	staff_17_ambitus	staff_17_instrument	staff_18_ambitus	staff_18_instrument	staff_19_ambitus	staff_19_instrument	staff_20_ambitus	staff_20_instrument	staff_21_ambitus	staff_21_instrument	source.1	part_name_text
chopin_mazurkas	BI145-3op50-3	1: 3/4	1: 4	194	192	577.0	211	208	625.0		1778.25	1926	928	0	0	309	c#	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1842	1842.0	Frédéric Chopin	Mazurkas	3		Op. 50					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 50		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI145-3op50-3.mscx	0	30-87 (F#1-D#6)		xml	51-87 (D#3-D#6)	piano	30-72 (F#1-B#4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799055	https://musicbrainz.org/work/09083101-aa8d-3e9e-a71c-ffc623c7bc97		https://imslp.org/wiki/Mazurkas%2C_Op.50_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in c#, Op. 50, no. 3								C sharp	minor																																												
chopin_mazurkas	BI153-1op56-1	1: 3/4	1: 5, 45: -3, 81: 5, 103: 1, 143: 5	204	204	612.0	204	204	612.0		1905.0	2183	1039	0	0	444	B	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1843	1844.0	Frédéric Chopin	Mazurkas	1		Op. 56					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 56		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI153-1op56-1.mscx	0	30-95 (F#1-B6)		xml	56-95 (G#3-B6)		30-78 (F#1-F#5)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799057	https://musicbrainz.org/work/e7a40dbc-8618-3c64-a884-21be558eddce		https://imslp.org/wiki/Mazurkas%2C_Op.56_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in B, Op. 56, no. 1								B	major																																												
chopin_mazurkas	BI153-2op56-2	1: 3/4	1: 0	84	84	252.0	92	92	276.0		980.0	869	364	0	0	156	C	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1843	1844.0	Frédéric Chopin	Mazurkas	2		Op. 56					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 56		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI153-2op56-2.mscx	0	33-84 (A1-C6)		xml	52-84 (E3-C6)	piano	33-66 (A1-F#4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799057	https://musicbrainz.org/work/d26d3073-dd16-3164-81b1-40bd228f26ab		https://imslp.org/wiki/Mazurkas%2C_Op.56_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in C, Op. 56, no. 2								C	major																																												
chopin_mazurkas	BI153-3op56-3	1: 3/4	1: -3, 58: 5, 68: -2, 138: -3	221	220	661.0	221	220	661.0		2207.0	2124	929	0	0	481	c	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1843	1844.0	Frédéric Chopin	Mazurkas	3		Op. 56					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 56		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI153-3op56-3.mscx	0	29-85 (F1-Db6)		xml	53-85 (F3-Db6)		29-67 (F1-G4)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799057	https://musicbrainz.org/work/a66540a5-b42b-3083-b1ae-76db59fb059d		https://imslp.org/wiki/Mazurkas%2C_Op.56_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in c, Op. 56, no. 3								C	minor																																												
chopin_mazurkas	BI157-1op59-1	1: 3/4	1: 0, 37: 3, 79: 5, 91: 0	130	130	390.0	142	142	426.0		1204.25	1449	685	0	0	257	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1845	1845.0	Frédéric Chopin	Mazurkas	1		Op. 59					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 59		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI157-1op59-1.mscx	0	28-85 (E1-C#6)		xml	49-85 (C#3-C#6)	piano	28-69 (E1-A4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799059	https://musicbrainz.org/work/e52e913e-1b78-3f9f-a39b-d0ae32df21a2	https://viaf.org/viaf/180848192	https://imslp.org/wiki/Mazurkas%2C_Op.59_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in a, Op. 59, no. 1								A	minor																																												
chopin_mazurkas	BI157-2op59-2	1: 3/4	1: -4	111	111	333.0	111	111	333.0		1093.25	1251	489	0	0	209	Ab	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1845	1845.0	Frédéric Chopin	Mazurkas	2		Op. 59					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 59		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI157-2op59-2.mscx	0	29-92 (F1-Ab6)		xml	53-92 (F3-Ab6)		29-72 (F1-C5)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799059	https://musicbrainz.org/work/d22b9273-c7e6-3bc6-ba89-49806836c1ca	https://viaf.org/viaf/180848192	https://imslp.org/wiki/Mazurkas%2C_Op.59_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in Ab, Op. 59, no. 2								A flat	major																																												
chopin_mazurkas	BI157-3op59-3	1: 3/4	1: 3, 46: 6, 98: 3	155	154	463.0	155	154	463.0		1587.83	1867	818	0	0	358	f#	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1845	1845.0	Frédéric Chopin	Mazurkas	3		Op. 59					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 59		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI157-3op59-3.mscx	0	25-80 (C#1-G#5)		xml	53-80 (E#3-G#5)		25-68 (C#1-G#4)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799059	https://musicbrainz.org/work/5ddd538f-88ca-3477-930b-768f40be9fb6	https://viaf.org/viaf/180848192	https://imslp.org/wiki/Mazurkas%2C_Op.59_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in f#, Op. 59, no. 3								F sharp	minor																																												
chopin_mazurkas	BI16-1	1: 3/4	1: 1, 27: 0	36	32	99.0	52	48	144.0	[[[35], [36]]]	365.75	447	171	0	0	50	G	2.2.0	Wendelin Bitzan	JH, AN	1825	1826.0	Frédéric Chopin	Mazurkas	1		BI16-1					2019-08-01	3.02	Linux			Mazurkas, BI16-1		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI16-1.mscx	0	35-84 (B1-C6)			62-84 (D4-C6)	Piano	35-65 (B1-F4)	Piano					OxfordMusicOnline			https://musicbrainz.org/work/d8f75379-6358-4250-ab80-6330eda64ae3		https://imslp.org/wiki/2_Mazurkas%2C_B.16_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller	Tom Schreyer	Mazurka in G, BI16, no. 1							https://imslp.org/wiki/Special:ReverseLookup/136263	G	major																																												
chopin_mazurkas	BI16-2	1: 3/4	1: -2	33	32	99.0	24	24	72.0	[[[16], [17]]]	308.5	370	161	0	0	47	Bb	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.3.0)	AN, TS	1825	1826.0	Frédéric Chopin	Mazurkas	2		BI16-2					2019-08-01	3.02	Linux			Mazurkas, BI16-2		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI16-2.mscx	0	39-94 (Eb2-Bb6)			65-94 (F4-Bb6)	Piano	39-67 (Eb2-G4)	Piano					OxfordMusicOnline			https://musicbrainz.org/work/99f0b765-e5ab-403e-8138-e48aad268d90		https://imslp.org/wiki/2_Mazurkas%2C_B.16_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller	Tom Schreyer	Mazurka in Bb, BI16, no. 2							https://imslp.org/wiki/Special:ReverseLookup/136264	B flat	major																																												
chopin_mazurkas	BI162-1op63-1	1: 3/4	1: 5, 33: 3, 69: 5	102	102	306.0	102	102	306.0		1026.0	1084	462	0	0	169	B	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846.0	Frédéric Chopin	Mazurkas	1		Op. 63					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 63		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI162-1op63-1.mscx	0	30-83 (F#1-B5)		xml	51-83 (D#3-B5)		30-78 (F#1-F#5)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799058	https://musicbrainz.org/work/41e76177-c032-3e6d-994b-81b6d7b31a81	https://viaf.org/viaf/176006412	https://imslp.org/wiki/Mazurkas%2C_Op.63_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in B, Op. 63, no. 1								B	major																																												
chopin_mazurkas	BI162-2op63-2	1: 3/4	1: -4	56	56	168.0	56	56	168.0		521.75	570	258	0	0	80	f	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846.0	Frédéric Chopin	Mazurkas	2		Op. 63					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 63		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI162-2op63-2.mscx	0	32-79 (Ab1-G5)		xml	53-79 (F3-G5)	piano	32-67 (Ab1-G4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799058	https://musicbrainz.org/work/1f0ddbc8-d09d-3fbe-8cb3-0927d0ce4f6f	https://viaf.org/viaf/176006412	https://imslp.org/wiki/Mazurkas%2C_Op.63_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in f, Op. 63, no. 2								F	minor																																												
chopin_mazurkas	BI162-3op63-3	1: 3/4	1: 4, 34: -5, 50: 4	77	76	229.0	77	76	229.0		726.5	786	352	0	0	123	c#	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846.0	Frédéric Chopin	Mazurkas	3		Op. 63					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 63		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI162-3op63-3.mscx	0	32-97 (Ab1-C#7)		xml	49-97 (C#3-C#7)		32-73 (Ab1-C#5)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799058	https://musicbrainz.org/work/498ca9d9-d190-3373-86c3-c6e45f2512b3	https://viaf.org/viaf/176006412	https://imslp.org/wiki/Mazurkas%2C_Op.63_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Ji Won Min		Mazurka in c#, Op. 63, no. 3								C sharp	minor																																												
chopin_mazurkas	BI163op67-4	1: 3/4	1: 0, 35: 3, 52: 0	83	80	247.0	113	112	337.0	[[[33], [34]], [[50], [51]]]	695.75	814	398	0	0	118	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846.0	Frédéric Chopin	Mazurkas	4		Op. posth. 67					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 67		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI163op67-4.mscx	0	33-85 (A1-C#6)		xml	57-85 (A3-C#6)	piano	33-69 (A1-A4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/a83fd481-9935-3645-9786-8a8b19363743		https://imslp.org/wiki/Mazurkas%2C_Op.67_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in a, Op. posth. 67, no. 4								A	minor																																												
chopin_mazurkas	BI167op67-2	1: 3/4	1: -2	57	56	169.0	73	72	217.0		507.0	582	250	0	0	78	g	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1848	1849.0	Frédéric Chopin	Mazurkas	2		Op. posth. 67					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 67		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI167op67-2.mscx	0	34-94 (Bb1-Bb6)		xml	62-94 (D4-Bb6)	piano	34-67 (Bb1-G4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/eb4fbf72-552a-3ce9-93a1-10f8efb33a83		https://imslp.org/wiki/Mazurkas%2C_Op.67_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in g, Op. posth. 67, no. 2								G	minor																																												
chopin_mazurkas	BI168op68-4	1: 3/4	1: -4	40	40	120.0	62	62	186.0		363.0	422	201	0	0	80	f	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	AN, DK	1846	1846.0	Frédéric Chopin	Mazurkas	4		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI168op68-4.mscx	0	38-83 (D2-B5)		xml	60-83 (C4-B5)	piano	38-69 (D2-A4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/873125f1-57a9-3427-8d12-11daf2faa55e		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in f, Op. posth. 68, no. 4								F	minor																																												
chopin_mazurkas	BI18op68-2	1: 3/4	1: 0, 31: 3, 47: 0	66	64	196.25	85	84	253.25	[[[29], [30]]]	589.25	736	272	0	0	127	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1827	1827.0	Frédéric Chopin	Mazurkas	2		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI18op68-2.mscx	0	33-81 (A1-A5)		xml	61-81 (C#4-A5)	piano	33-66 (A1-F#4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/f1678460-5a8d-34a5-8818-07c2527baaf2		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in a, Op. posth. 68, no. 2								A	minor																																												
chopin_mazurkas	BI34op68-3	1: 3/4	1: -1, 33: -2, 45: -1	60	60	180.0	60	60	180.0		677.75	782	231	0	0	109	F	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1830.0	Frédéric Chopin	Mazurkas	3		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI34op68-3.mscx	0	41-89 (F2-F6)		xml	55-89 (G3-F6)		41-70 (F2-Bb4)						OxfordMusicOnline		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/3465f5ba-a680-318e-b25f-157563d562d9		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in F, Op. posth. 68, no. 3								F	major																																												
chopin_mazurkas	BI38op68-1	1: 3/4	1: 0, 34: -1, 50: 0	73	72	219.0	84	84	252.0	[[[32], [33]]]	877.25	1114	364	0	0	139	C	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1830.0	Frédéric Chopin	Mazurkas	1		Op. posth. 68					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. posth. 68		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI38op68-1.mscx	0	31-89 (G1-F6)		xml	55-89 (G3-F6)	piano	31-74 (G1-D5)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q20875234	https://musicbrainz.org/work/a84e92ea-be35-380e-a444-4dd0443dda2b		https://imslp.org/wiki/Mazurkas%2C_Op.68_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in C, Op. posth. 68, no. 1								C	major																																												
chopin_mazurkas	BI60-1op06-1	1: 3/4	1: 3	75	72	217.0	117	112	337.0		775.25	895	367	0	0	204	f#	2.3.0	Wendelin Bitzan (2.1.1), AJW (2.3.0), Davor Krkljus (2.3.0)	AN, AJW, JH, DK	1830	1832.0	Frédéric Chopin	Mazurkas	1	Mazurka in F sharp minor, op. 6 no. 1	Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI60-1op06-1.mscx	0	30-90 (F#1-F#6)		xml	42-90 (F#2-F#6)	piano	30-71 (F#1-B4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/afb3c588-787c-3372-8425-8b46ddf9cf52		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller		Mazurka in f#, Op. 6, no. 1								F sharp	minor																																												
chopin_mazurkas	BI60-2op06-2	1: 3/4	1: 4	75	72	216.0	101	96	288.0		715.08	800	327	0	0	105	c#	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	2		Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI60-2op06-2.mscx	0	32-83 (G#1-B5)		xml	56-83 (G#3-B5)	piano	32-66 (G#1-F#4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/124c4818-a9e2-3445-ab9e-1e3d31c7c2a5		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller		Mazurka in c#, Op. 6, no. 2								C sharp	minor																																												
chopin_mazurkas	BI60-3op06-3	1: 3/4	1: 4	90	90	270.0	98	98	294.0		1061.75	1229	393	0	0	145	E	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	3		Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI60-3op06-3.mscx	0	33-88 (A1-E6)		xml	35-88 (B1-E6)	piano	33-71 (A1-B4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/6e78f863-7068-3211-966b-f8cb1599859d		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller		Mazurka in E, Op. 6, no. 3								E	major																																												
chopin_mazurkas	BI60-4op06-4	1: 3/4	1: -6	25	24	73.0	41	40	121.0		281.5	234	113	0	0	67	eb	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	4	Mazurka in E flat minor, op. 6 no. 4	Op. 6					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 6		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI60-4op06-4.mscx	0	39-75 (Eb2-Eb5)		xml	62-75 (D4-Eb5)	piano	39-63 (Eb2-Eb4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6150184	https://musicbrainz.org/work/277cc6f0-601e-3d8f-b337-f90aff78ae63		https://imslp.org/wiki/Mazurkas%2C_Op.6_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Cédric Koller		Mazurka in eb, Op. 6, no. 4								E flat	minor																																												
chopin_mazurkas	BI61-1op07-1	1: 3/4	1: -2	67	64	194.0	108	104	312.0	[[[66], [67]]]	578.75	706	308	0	0	104	Bb	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	1		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI61-1op07-1.mscx	0	39-86 (Eb2-D6)		xml	64-86 (E4-D6)	piano	39-67 (Eb2-G4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/7c2dfedf-ad3d-3abc-b1c0-32263ca931b3		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in Bb, Op. 7, no. 1								B flat	major																																												
chopin_mazurkas	BI61-2op07-2	1: 3/4	1: 0, 36: 3	60	56	173.0	125	120	360.0	[[[34], [35]], [[59], [60]]]	527.25	596	249	0	0	114	a	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	2		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI61-2op07-2.mscx	0	33-90 (A1-F#6)		xml	60-90 (C4-F#6)	piano	33-67 (A1-G4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/aea292ab-3d0a-4fd7-837e-f095d2c48721		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in a, Op. 7, no. 2								A	minor																																												
chopin_mazurkas	BI61-3op07-3	1: 3/4	1: -4	105	105	315.0	105	105	315.0		1109.25	1203	487	0	0	205	f	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	3		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI61-3op07-3.mscx	0	36-89 (C2-F6)		xml	55-89 (G3-F6)	piano	36-65 (C2-F4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/62809ad0-c222-33bc-aa35-2d52467b9690		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in f, Op. 7, no. 3								F	minor																																												
chopin_mazurkas	BI61-4op07-4	1: 3/4	1: -4	45	44	132.5	61	60	180.5		552.0	657	241	0	0	104	Ab	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	4		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI61-4op07-4.mscx	0	45-84 (A2-C6)		xml	63-84 (Eb4-C6)	piano	45-65 (A2-F4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/9eb2b772-9cb6-3d5f-a3a8-7da1f0713705		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in Ab, Op. 7, no. 4								A flat	major																																												
chopin_mazurkas	BI61-5op07-5	1: 3/4	1: 0	20	20	60.0					208.0	252	104	0	0	38	C	2.3.0	Wendelin Bitzan (1.0.0), Adrian Nagel (2.2.0), Davor Krkljus (2.3.0)	JH, AN, DK	1830	1832.0	Frédéric Chopin	Mazurkas	5		Op. 7					2019-02-08	3.02	Apple Macintosh	https://github.com/craigsapp/chopin-mazurkas		Mazurkas, Op. 7		Frédéric Chopin	3.6.2	2.2.1	MS3	MS3/BI61-5op07-5.mscx	0	43-86 (G2-D6)		xml	62-86 (D4-D6)	piano	43-65 (G2-F4)	piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q6799062	https://musicbrainz.org/work/30685f58-c530-313a-8143-09915cd615e1		https://imslp.org/wiki/Mazurkas%2C_Op.7_(Chopin%2C_Fr%C3%A9d%C3%A9ric)		Clément Sicard		Mazurka in C, Op. 7, no. 5								C	major																																												
