onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
288.0	72.0	12.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	5.0	5.0	5.0	5a	4	12	False	True				False	2		vi64	C	I		vi64		vi		64			m	False	False	(4, 3, 0)	()	3	4	major	major	I	I, major	vi		I	I	False	vi64	vi64, major		vi64, major		vi	0	0	0	3	3	3	True	True	False
360.0	48.0	15.0	50	2	D	0.0	1.0	1	3	4	4.0	1.0	1/2	True	0	6.0	6.0	6.0	6a	3	15	False	True				False	3		V7/V	C	I		V7/V		V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	0	0	1	2	2	1	True	True	True
360.0	48.0	15.0	60	0	C	0.0	1.0	1	3	4	3.0	1.0	1/2	False	0	6.0	6.0	6.0	6a	4	15	False	True				False	3		V7/V	C	I		V7/V		V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	0	0	1	0	0	-1	True	False	False
360.0	72.0	15.0	66	6	F	1.0	1.0	1	3	4	2.0	1.0	3/4	True	0	6.0	6.0	6.0	6a	4	15	False	True				False	3		V7/V	C	I		V7/V		V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	0	0	1	6	6	5	True	False	False
360.0	72.0	15.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	3/4	False	0	6.0	6.0	6.0	6a	4	15	False	True				False	3		V7/V	C	I		V7/V		V		7		V	Mm7	False	False	(2, 6, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major		V7/V, major	V	V	0	0	1	3	3	2	True	False	False
408.0	18.0	17.0	48	0	C	0.0	3.0	3	3	4	4.0	1.0	3/16	True	0	6.0	6.0	6.0	6a	3	17	False	True				False	4		V2/V	C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	0	0	-1	True	False	True
408.0	24.0	17.0	62	2	D	0.0	3.0	3	3	4	3.0	1.0	1/4	True	0	6.0	6.0	6.0	6a	4	17	False	True				False	4		V2/V	C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	2	2	1	True	True	False
426.0	3.0	17.75	47	5	B	0.0	3.75	0	3	4	4.0	1.0	1/32	True	0	6.0	6.0	6.0	6a	2	71/4	False	False				False	4		V2/V	C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	5	5	4	False	False	False
429.0	3.0	17.875	48	0	C	0.0	3.875	0	3	4	4.0	1.0	1/32	True	0	6.0	6.0	6.0	6a	3	143/8	False	False				False	4		V2/V	C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	0	0	1	0	0	-1	True	False	True
432.0	48.0	18.0	47	5	B	0.0	1.0	1	3	4	4.0	1.0	1/2	True	0	7.0	7.0	7.0	7a	2	18	False	True				False	5		V6(#7)	C	I		V6(#7)		V		6	#7		M	False	False	(5, 2, 6)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6(#7), major		V	0	0	0	5	5	5	True	False	True
432.0	24.0	18.0	62	2	D	0.0	1.0	1	3	4	3.0	1.0	1/4	False	0	7.0	7.0	7.0	7a	4	18	False	True				False	5		V6(#7)	C	I		V6(#7)		V		6	#7		M	False	False	(5, 2, 6)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6(#7), major		V	0	0	0	2	2	2	True	False	False
432.0	24.0	18.0	66	6	F	1.0	1.0	1	3	4	2.0	1.0	1/4	False	0	7.0	7.0	7.0	7a	4	18	False	True				False	5		V6(#7)	C	I		V6(#7)		V		6	#7		M	False	False	(5, 2, 6)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6(#7), major		V	0	0	0	6	6	6	True	False	False
432.0	72.0	18.0	74	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	7.0	7.0	7.0	7a	5	18	False	True				False	5		V6(#7)	C	I		V6(#7)		V		6	#7		M	False	False	(5, 2, 6)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6(#7), major		V	0	0	0	2	2	2	True	False	False
456.0	24.0	19.0	67	1	G	0.0	2.0	2	3	4	3.0	1.0	1/4	True	0	7.0	7.0	7.0	7a	4	19	False	True				False	6		V6	C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	1	1	1	True	True	False
456.0	24.0	19.0	71	5	B	0.0	2.0	2	3	4	2.0	1.0	1/4	True	0	7.0	7.0	7.0	7a	4	19	False	True				False	6		V6	C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	0	0	0	5	5	5	True	False	True
480.0	24.0	20.0	45	3	A	0.0	3.0	3	3	4	4.0	1.0	1/4	True	0	7.0	7.0	7.0	7a	2	20	False	True				False	7		V43/V	C	I		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	0	0	1	3	3	2	True	False	True
480.0	24.0	20.0	66	6	F	1.0	3.0	3	3	4	3.0	1.0	1/4	True	0	7.0	7.0	7.0	7a	4	20	False	True				False	7		V43/V	C	I		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	0	0	1	6	6	5	True	False	False
480.0	24.0	20.0	72	0	C	0.0	3.0	3	3	4	2.0	1.0	1/4	True	0	7.0	7.0	7.0	7a	5	20	False	True				False	7		V43/V	C	I		V43/V		V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	0	0	1	0	0	-1	True	False	False
504.0	72.0	21.0	44	-4	A	-1.0	1.0	1	3	4	4.0	1.0	3/4	True	0	8.0	8.0	8.0	8a	2	21	False	True				False	8		ii%43	C	I		ii%43		ii	%	43			%7	False	False	(-4, 0, 2, -1)	()	2	-4	major	major	I	I, major	ii		I	I	False	ii%43	ii%43, major		ii%43, major		ii	0	0	0	-4	-4	-4	True	False	True
504.0	72.0	21.0	62	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	8.0	8.0	8.0	8a	4	21	False	True				False	8		ii%43	C	I		ii%43		ii	%	43			%7	False	False	(-4, 0, 2, -1)	()	2	-4	major	major	I	I, major	ii		I	I	False	ii%43	ii%43, major		ii%43, major		ii	0	0	0	2	2	2	True	True	False
504.0	72.0	21.0	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	3/4	True	0	8.0	8.0	8.0	8a	4	21	False	True				False	8		ii%43	C	I		ii%43		ii	%	43			%7	False	False	(-4, 0, 2, -1)	()	2	-4	major	major	I	I, major	ii		I	I	False	ii%43	ii%43, major		ii%43, major		ii	0	0	0	-1	-1	-1	True	False	False
504.0	72.0	21.0	72	0	C	0.0	1.0	1	3	4	2.0	1.0	3/4	True	0	8.0	8.0	8.0	8a	5	21	False	True				False	8		ii%43	C	I		ii%43		ii	%	43			%7	False	False	(-4, 0, 2, -1)	()	2	-4	major	major	I	I, major	ii		I	I	False	ii%43	ii%43, major		ii%43, major		ii	0	0	0	0	0	0	True	False	False
504.0	72.0	21.0	74	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	8.0	8.0	8.0	8a	5	21	False	True				False	8		ii%43	C	I		ii%43		ii	%	43			%7	False	False	(-4, 0, 2, -1)	()	2	-4	major	major	I	I, major	ii		I	I	False	ii%43	ii%43, major		ii%43, major		ii	0	0	0	2	2	2	True	True	False
576.0	24.0	24.0	44	-4	A	-1.0	1.0	1	3	4	4.0	1.0	1/4	False	0	9.0	9.0	9.0	9a	2	24	False	True				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	-4	-4	-4	True	False	True
576.0	24.0	24.0	62	2	D	0.0	1.0	1	3	4	1.0	1.0	1/4	False	0	9.0	9.0	9.0	9a	4	24	False	True				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	2	2	2	True	False	False
576.0	24.0	24.0	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	1/4	False	0	9.0	9.0	9.0	9a	4	24	False	True				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	-1	-1	-1	True	False	False
576.0	24.0	24.0	71	5	B	0.0	1.0	1	3	4	2.0	1.0	1/4	True	0	9.0	9.0	9.0	9a	4	24	False	True				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	5	5	5	True	True	False
576.0	24.0	24.0	74	2	D	0.0	1.0	1	3	4	1.0	1.0	1/4	False	0	9.0	9.0	9.0	9a	5	24	False	True				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	2	2	2	True	False	False
648.0	72.0	27.0	44	-4	A	-1.0	1.0	1	3	4	4.0	1.0	3/4	True	0	10.0	10.0	10.0	10a	2	27	False	False				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	-4	-4	-4	True	False	True
648.0	72.0	27.0	62	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	10.0	10.0	10.0	10a	4	27	False	False				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	2	2	2	True	False	False
648.0	72.0	27.0	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	3/4	True	0	10.0	10.0	10.0	10a	4	27	False	False				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	-1	-1	-1	True	False	False
648.0	72.0	27.0	71	5	B	0.0	1.0	1	3	4	2.0	1.0	3/4	True	0	10.0	10.0	10.0	10a	4	27	False	False				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	5	5	5	True	True	False
648.0	72.0	27.0	74	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	10.0	10.0	10.0	10a	5	27	False	False				False	9		viio2	C	I		viio2		vii	o	2			o7	False	False	(-4, 5, 2, -1)	()	5	-4	major	major	I	I, major	vii		I	I	False	viio2	viio2, major		viio2, major		vii	0	0	0	2	2	2	True	False	False
720.0	72.0	30.0	44	-4	A	-1.0	1.0	1	3	4	4.0	1.0	3/4	False	0	11.0	11.0	11.0	11a	2	30	False	True				False	10		bVII2	C	I		bVII2		bVII		2			Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	major	major	I	I, major	bVII		I	I	False	bVII2	bVII2, major		bVII2, major		bVII	0	0	0	-4	-4	-4	True	False	True
720.0	72.0	30.0	62	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	False	0	11.0	11.0	11.0	11a	4	30	False	True				False	10		bVII2	C	I		bVII2		bVII		2			Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	major	major	I	I, major	bVII		I	I	False	bVII2	bVII2, major		bVII2, major		bVII	0	0	0	2	2	2	True	False	False
720.0	72.0	30.0	65	-1	F	0.0	1.0	1	3	4	3.0	1.0	3/4	False	0	11.0	11.0	11.0	11a	4	30	False	True				False	10		bVII2	C	I		bVII2		bVII		2			Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	major	major	I	I, major	bVII		I	I	False	bVII2	bVII2, major		bVII2, major		bVII	0	0	0	-1	-1	-1	True	False	False
720.0	48.0	30.0	70	-2	B	-1.0	1.0	1	3	4	2.0	1.0	1/2	True	0	11.0	11.0	11.0	11a	4	30	False	True				False	10		bVII2	C	I		bVII2		bVII		2			Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	major	major	I	I, major	bVII		I	I	False	bVII2	bVII2, major		bVII2, major		bVII	0	0	0	-2	-2	-2	True	True	False
720.0	72.0	30.0	74	2	D	0.0	1.0	1	3	4	1.0	1.0	3/4	False	0	11.0	11.0	11.0	11a	5	30	False	True				False	10		bVII2	C	I		bVII2		bVII		2			Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	major	major	I	I, major	bVII		I	I	False	bVII2	bVII2, major		bVII2, major		bVII	0	0	0	2	2	2	True	False	False
768.0	24.0	32.0	58	-2	B	-1.0	3.0	3	3	4	2.0	1.0	1/4	True	0	11.0	11.0	11.0	11a	3	32	False	False				False	10		bVII2	C	I		bVII2		bVII		2			Mm7	False	False	(-4, -2, 2, -1)	()	-2	-4	major	major	I	I, major	bVII		I	I	False	bVII2	bVII2, major		bVII2, major		bVII	0	0	0	-2	-2	-2	True	True	False
792.0	48.0	33.0	44	-4	A	-1.0	1.0	1	3	4	4.0	1.0	1/2	False	0	12.0	12.0	12.0	12a	2	33	False	True				False	11		bIII6(4)	C	I		bIII6(4)		bIII		6	4		M	False	False	(3, -2, -3)	()	-3	3	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6(4), major		bIII	0	0	0	-4	-4	-4	False	False	False
792.0	72.0	33.0	58	-2	B	-1.0	1.0	1	3	4	2.0	1.0	3/4	False	0	12.0	12.0	12.0	12a	3	33	False	True				False	11		bIII6(4)	C	I		bIII6(4)		bIII		6	4		M	False	False	(3, -2, -3)	()	-3	3	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6(4), major		bIII	0	0	0	-2	-2	-2	True	False	False
792.0	72.0	33.0	63	-3	E	-1.0	1.0	1	3	4	3.0	1.0	3/4	True	0	12.0	12.0	12.0	12a	4	33	False	True				False	11		bIII6(4)	C	I		bIII6(4)		bIII		6	4		M	False	False	(3, -2, -3)	()	-3	3	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6(4), major		bIII	0	0	0	-3	-3	-3	True	True	False
792.0	72.0	33.0	75	-3	E	-1.0	1.0	1	3	4	1.0	1.0	3/4	True	0	12.0	12.0	12.0	12a	5	33	False	True				False	11		bIII6(4)	C	I		bIII6(4)		bIII		6	4		M	False	False	(3, -2, -3)	()	-3	3	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6(4), major		bIII	0	0	0	-3	-3	-3	True	True	False
840.0	24.0	35.0	43	1	G	0.0	3.0	3	3	4	4.0	1.0	1/4	True	0	12.0	12.0	12.0	12a	2	35	False	True				False	12		bIII6	C	I		bIII6		bIII		6			M	False	False	(1, -2, -3)	()	-3	1	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6, major		bIII	0	0	0	1	1	1	True	False	True
864.0	48.0	36.0	43	1	G	0.0	1.0	1	3	4	4.0	1.0	1/2	False	0	13.0	13.0	13.0	13a	2	36	False	False				False	12		bIII6	C	I		bIII6		bIII		6			M	False	False	(1, -2, -3)	()	-3	1	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6, major		bIII	0	0	0	1	1	1	True	False	True
864.0	48.0	36.0	58	-2	B	-1.0	1.0	1	3	4	2.0	1.0	1/2	False	0	13.0	13.0	13.0	13a	3	36	False	False				False	12		bIII6	C	I		bIII6		bIII		6			M	False	False	(1, -2, -3)	()	-3	1	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6, major		bIII	0	0	0	-2	-2	-2	True	False	False
864.0	48.0	36.0	63	-3	E	-1.0	1.0	1	3	4	3.0	1.0	1/2	False	0	13.0	13.0	13.0	13a	4	36	False	False				False	12		bIII6	C	I		bIII6		bIII		6			M	False	False	(1, -2, -3)	()	-3	1	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6, major		bIII	0	0	0	-3	-3	-3	True	True	False
864.0	48.0	36.0	79	1	G	0.0	1.0	1	3	4	1.0	1.0	1/2	True	0	13.0	13.0	13.0	13a	5	36	False	False				False	12		bIII6	C	I		bIII6		bIII		6			M	False	False	(1, -2, -3)	()	-3	1	major	major	I	I, major	bIII		I	I	False	bIII6	bIII6, major		bIII6, major		bIII	0	0	0	1	1	1	True	False	True
912.0	0.0	38.0	82	-2	B	-1.0	3.0	3	3	4	1.0	1.0	0	True	0	13.0	13.0	13.0	13a	5	38	False	True				False	13		viio43	C	I		viio43		vii	o	43			o7	False	False	(-1, -4, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio43	viio43, major		viio43, major		vii	0	0	0	-2	-2	-2	False	False	False
912.0	24.0	38.0	41	-1	F	0.0	3.0	3	3	4	4.0	1.0	1/4	True	0	13.0	13.0	13.0	13a	2	38	False	True				False	13		viio43	C	I		viio43		vii	o	43			o7	False	False	(-1, -4, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio43	viio43, major		viio43, major		vii	0	0	0	-1	-1	-1	True	False	True
912.0	24.0	38.0	59	5	B	0.0	3.0	3	3	4	2.0	1.0	1/4	True	0	13.0	13.0	13.0	13a	3	38	False	True				False	13		viio43	C	I		viio43		vii	o	43			o7	False	False	(-1, -4, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio43	viio43, major		viio43, major		vii	0	0	0	5	5	5	True	True	False
912.0	24.0	38.0	62	2	D	0.0	3.0	3	3	4	3.0	1.0	1/4	True	0	13.0	13.0	13.0	13a	4	38	False	True				False	13		viio43	C	I		viio43		vii	o	43			o7	False	False	(-1, -4, 5, 2)	()	5	-1	major	major	I	I, major	vii		I	I	False	viio43	viio43, major		viio43, major		vii	0	0	0	2	2	2	True	False	False
