onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
27	3	66	6	F	1	3	4	2	1	True	2.5	1	2	2	2	2a	9/2	1/8	False	4	False				False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	2	2	2	True	False	False
30	3	63	9	D	1	3	4	3	1	True	3.0	1	2	2	2	2a	5	1/8	False	4	False				False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	5	5	5	True	False	False
30	3	66	6	F	1	3	4	2	1	True	3.0	1	2	2	2	2a	5	1/8	False	4	False				False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	2	2	2	True	False	False
33	3	71	5	B	0	3	4	1	1	True	3.5	1	2	2	2	2a	11/2	1/8	False	4	False				False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	4	4	4	1	1	1	True	True	True
36	6	47	5	B	0	3	4	4	1	True	1.0	1	3	3	3	3a	6	1/4	False	2	True				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	1	1	1	True	True	True
39	3	71	5	B	0	3	4	1	1	True	1.5	1	3	3	3	3a	13/2	1/8	False	4	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	1	1	1	True	True	True
42	9	72	0	C	0	3	4	1	1	True	2.0	1	3	3	3	3a	7	3/8	False	5	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	-4	-4	-4	False	False	False
45	3	63	9	D	1	3	4	3	1	True	2.5	1	3	3	3	3a	15/2	1/8	False	4	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	5	5	5	True	False	False
45	3	66	6	F	1	3	4	2	1	True	2.5	1	3	3	3	3a	15/2	1/8	False	4	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	2	2	2	True	False	False
48	3	63	9	D	1	3	4	3	1	True	3.0	1	3	3	3	3a	8	1/8	False	4	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	5	5	5	True	False	False
48	3	66	6	F	1	3	4	2	1	True	3.0	1	3	3	3	3a	8	1/8	False	4	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	2	2	2	True	False	False
51	3	69	3	A	0	3	4	1	1	True	3.5	1	3	3	3	3a	17/2	1/8	False	4	False				False	2		V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	-1	-1	-1	True	False	False
54	6	52	4	E	0	3	4	4	1	True	1.0	1	4	4	4	4a	9	1/4	False	3	True				False	3		i(94)	e	i		i(94)	i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	4	4	4	0	0	0	True	True	True
57	3	69	3	A	0	3	4	1	1	True	1.5	1	4	4	4	4a	19/2	1/8	False	4	False				False	3		i(94)	e	i		i(94)	i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	4	4	4	-1	-1	-1	True	False	False
60	9	66	6	F	1	3	4	1	1	True	2.0	1	4	4	4	4a	10	3/8	False	4	False				False	3		i(94)	e	i		i(94)	i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	4	4	4	2	2	2	False	False	False
63	3	59	5	B	0	3	4	3	1	True	2.5	1	4	4	4	4a	21/2	1/8	False	3	False				False	3		i(94)	e	i		i(94)	i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	4	4	4	1	1	1	True	False	False
63	3	64	4	E	0	3	4	2	1	True	2.5	1	4	4	4	4a	21/2	1/8	False	4	False				False	3		i(94)	e	i		i(94)	i			94		m	True	True	(0, -1, 1)	(2,)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(94), minor		i	4	4	4	0	0	0	True	True	True
66	3	59	5	B	0	3	4	3	1	True	3.0	1	4	4	4	4a	11	1/8	False	3	True				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	1	1	1	True	False	False
66	3	64	4	E	0	3	4	2	1	True	3.0	1	4	4	4	4a	11	1/8	False	4	True				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
69	3	67	1	G	0	3	4	1	1	True	3.5	1	4	4	4	4a	23/2	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
72	6	52	4	E	0	3	4	4	1	True	1.0	1	5	5	5	5a	12	1/4	False	3	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
72	3	67	1	G	0	3	4	1	1	False	1.0	1	5	5	5	5a	12	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
75	3	71	5	B	0	3	4	1	1	True	1.5	1	5	5	5	5a	25/2	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	1	1	1	True	False	False
78	9	76	4	E	0	3	4	1	1	True	2.0	1	5	5	5	5a	13	3/8	False	5	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
81	3	64	4	E	0	3	4	3	1	True	2.5	1	5	5	5	5a	27/2	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
81	3	67	1	G	0	3	4	2	1	True	2.5	1	5	5	5	5a	27/2	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
84	3	64	4	E	0	3	4	3	1	True	3.0	1	5	5	5	5a	14	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
84	3	67	1	G	0	3	4	2	1	True	3.0	1	5	5	5	5a	14	1/8	False	4	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
87	3	79	1	G	0	3	4	1	1	True	3.5	1	5	5	5	5a	29/2	1/8	False	5	False				False	4		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
90	6	49	7	C	1	3	4	4	1	True	1.0	1	6	6	6	6a	15	1/4	False	3	True				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	3	3	5	True	True	True
90	3	79	1	G	0	3	4	1	1	False	1.0	1	6	6	6	6a	15	1/8	False	5	True				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
93	3	79	1	G	0	3	4	1	1	True	1.5	1	6	6	6	6a	31/2	1/8	False	5	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
96	9	85	7	C	1	3	4	1	1	True	2.0	1	6	6	6	6a	16	3/8	False	6	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	3	3	5	True	True	True
99	3	64	4	E	0	3	4	3	1	True	2.5	1	6	6	6	6a	33/2	1/8	False	4	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
99	3	67	1	G	0	3	4	2	1	True	2.5	1	6	6	6	6a	33/2	1/8	False	4	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
102	3	64	4	E	0	3	4	3	1	True	3.0	1	6	6	6	6a	17	1/8	False	4	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
102	3	67	1	G	0	3	4	2	1	True	3.0	1	6	6	6	6a	17	1/8	False	4	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
105	3	88	4	E	0	3	4	1	1	True	3.5	1	6	6	6	6a	35/2	1/8	False	6	False				False	5		viio/VII	e	i		viio/VII	vii	o			VII	o	True	True	(3, 0, -3)	()	3	3	minor	minor	i	i, minor	vii/VII	VII	VII/i	VII	False	viio/VII	viio/VII, minor		viio/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
108	6	45	3	A	0	3	4	4	1	True	1.0	1	7	7	7	7a	18	1/4	False	2	True				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	-1	-1	1	True	True	True
108	3	88	4	E	0	3	4	1	1	False	1.0	1	7	7	7	7a	18	1/8	False	6	True				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
111	3	57	3	A	0	3	4	2	1	True	1.5	1	7	7	7	7a	37/2	1/8	False	3	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	-1	-1	1	True	True	True
111	3	61	7	C	1	3	4	3	1	True	1.5	1	7	7	7	7a	37/2	1/8	False	4	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	3	3	5	True	False	False
111	3	64	4	E	0	3	4	3	1	True	1.5	1	7	7	7	7a	37/2	1/8	False	4	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
111	3	67	1	G	0	3	4	2	1	True	1.5	1	7	7	7	7a	37/2	1/8	False	4	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
111	3	88	4	E	0	3	4	1	1	True	1.5	1	7	7	7	7a	37/2	1/8	False	6	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
114	3	57	3	A	0	3	4	2	1	True	2.0	1	7	7	7	7a	19	1/8	False	3	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	-1	-1	1	True	True	True
114	3	61	7	C	1	3	4	3	1	True	2.0	1	7	7	7	7a	19	1/8	False	4	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	3	3	5	True	False	False
114	3	64	4	E	0	3	4	3	1	True	2.0	1	7	7	7	7a	19	1/8	False	4	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	0	0	2	True	False	False
114	3	67	1	G	0	3	4	2	1	True	2.0	1	7	7	7	7a	19	1/8	False	4	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
114	9	91	1	G	0	3	4	1	1	True	2.0	1	7	7	7	7a	19	3/8	False	6	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	-3	-3	-1	True	False	False
123	3	73	7	C	1	3	4	1	1	True	3.5	1	7	7	7	7a	41/2	1/8	False	5	False				False	6		V7/VII	e	i		V7/VII	V		7		VII	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	4	4	2	3	3	5	True	False	False
126	6	50	2	D	0	3	4	4	1	True	1.0	1	8	8	8	8a	21	1/4	False	3	True				False	7	1	VII(#7)	e	i		VII(#7)	VII			#7		M	True	True	(-2, 2, -1)	(3,)	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(#7), minor		VII	4	4	4	-2	-2	-2	True	True	True
126	6	73	7	C	1	3	4	1	1	False	1.0	1	8	8	8	8a	21	1/4	False	5	True				False	7	1	VII(#7)	e	i		VII(#7)	VII			#7		M	True	True	(-2, 2, -1)	(3,)	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII(#7), minor		VII	4	4	4	3	3	3	False	False	False
132	6	57	3	A	0	3	4	2	1	True	2.0	1	8	8	8	8a	22	1/4	False	3	True				False	8	1	VII	e	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	4	4	4	-1	-1	-1	True	False	False
132	6	62	2	D	0	3	4	3	1	True	2.0	1	8	8	8	8a	22	1/4	False	4	True				False	8	1	VII	e	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	4	4	4	-2	-2	-2	True	True	True
132	6	66	6	F	1	3	4	2	1	True	2.0	1	8	8	8	8a	22	1/4	False	4	True				False	8	1	VII	e	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	4	4	4	2	2	2	True	False	False
132	6	74	2	D	0	3	4	1	1	True	2.0	1	8	8	8	8a	22	1/4	False	5	True				False	8	1	VII	e	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	4	4	4	-2	-2	-2	True	True	True
138	6	47	5	B	0	3	4	4	1	True	3.0	1	8	8	8	8a	23	1/4	False	2	True				False	9	1	V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	1	1	1	True	True	True
138	6	59	5	B	0	3	4	2	1	True	3.0	1	8	8	8	8a	23	1/4	False	3	True				False	9	1	V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	1	1	1	True	True	True
138	6	66	6	F	1	3	4	3	1	True	3.0	1	8	8	8	8a	23	1/4	False	4	True				False	9	1	V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	2	2	2	True	False	False
138	6	69	3	A	0	3	4	2	1	True	3.0	1	8	8	8	8a	23	1/4	False	4	True				False	9	1	V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	-1	-1	-1	True	False	False
138	6	75	9	D	1	3	4	1	1	True	3.0	1	8	8	8	8a	23	1/4	False	5	True				False	9	1	V7	e	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	4	4	4	5	5	5	True	False	False
144	6	40	4	E	0	3	4	4	1	True	1.0	1	9	9	9	9a	24	1/4	False	2	True			\\	True	10	1	i\\	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
144	6	59	5	B	0	3	4	2	1	True	1.0	1	9	9	9	9a	24	1/4	False	3	True			\\	True	10	1	i\\	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	1	1	1	True	False	False
144	6	64	4	E	0	3	4	3	1	True	1.0	1	9	9	9	9a	24	1/4	False	4	True			\\	True	10	1	i\\	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
144	6	67	1	G	0	3	4	2	1	True	1.0	1	9	9	9	9a	24	1/4	False	4	True			\\	True	10	1	i\\	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	-3	-3	-3	True	False	False
144	3	76	4	E	0	3	4	1	1	True	1.0	1	9	9	9	9a	24	1/8	False	5	True			\\	True	10	1	i\\	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	0	0	0	True	True	True
147	3	71	5	B	0	3	4	1	1	True	1.5	1	9	9	9	9a	49/2	1/8	False	4	False				False	10	1	i\\	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	4	4	4	1	1	1	True	False	False
