onset_div	duration_div	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
56	4	66	6	F	1	2	2	1	1	True	1.5	4	5	4	5	4a	14	1/4	False	4	False				False	7	i6	c#	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	7	7	7	-1	-1	-1	False	False	False
60	8	68	8	G	1	2	2	1	1	True	2.0	4	5	4	5	4a	15	1/2	False	4	True				False	8	i	c#	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	7	7	7	1	1	1	True	False	False
64	4	61	7	C	1	2	2	2	1	True	2.5	4	5	4	5	4a	16	1/4	False	4	False				False	8	i	c#	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	7	7	7	0	0	0	True	True	True
68	8	65	11	E	1	2	2	2	1	True	1.0	4	6	5	6	5a	17	1/2	False	4	True				False	9	#viio/iv	c#	i		#viio/iv		#vii	o			iv	o	True	True	(4, 1, -2)	()	4	4	minor	minor	i	i, minor	#vii/iv	iv	iv/i	iv	True	#viio/iv	#viio/iv, minor		#viio/iv, minor	iv	iv	7	7	6	4	4	5	True	True	True
68	4	68	8	G	1	2	2	1	1	False	1.0	4	6	5	6	5a	17	1/4	False	4	True				False	9	#viio/iv	c#	i		#viio/iv		#vii	o			iv	o	True	True	(4, 1, -2)	()	4	4	minor	minor	i	i, minor	#vii/iv	iv	iv/i	iv	True	#viio/iv	#viio/iv, minor		#viio/iv, minor	iv	iv	7	7	6	1	1	2	True	False	False
72	8	71	5	B	0	2	2	1	1	True	1.5	4	6	5	6	5a	18	1/2	False	4	False				False	9	#viio/iv	c#	i		#viio/iv		#vii	o			iv	o	True	True	(4, 1, -2)	()	4	4	minor	minor	i	i, minor	#vii/iv	iv	iv/i	iv	True	#viio/iv	#viio/iv, minor		#viio/iv, minor	iv	iv	7	7	6	-2	-2	-1	True	False	False
76	8	66	6	F	1	2	2	2	1	True	2.0	4	6	5	6	5a	19	1/2	False	4	True				False	10	iv(4)	c#	i		iv(4)		iv			4		m	True	True	(-1, -2, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv(4), minor		iv	7	7	7	-1	-1	-1	True	True	True
80	4	69	3	A	0	2	2	1	1	True	2.5	4	6	5	6	5a	20	1/4	False	4	True				False	11	iv	c#	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	7	7	7	-4	-4	-4	True	False	False
84	12	62	2	D	0	2	2	2	1	True	1.0	4	7	6	7	6a	21	3/4	False	4	True				False	12	bII	c#	i		bII		bII					M	True	True	(-5, -1, -4)	()	-5	-5	minor	minor	i	i, minor	bII		i	i	True	bII	bII, minor		bII, minor		bII	7	7	7	-5	-5	-5	True	True	True
84	4	69	3	A	0	2	2	1	1	False	1.0	4	7	6	7	6a	21	1/4	False	4	True				False	12	bII	c#	i		bII		bII					M	True	True	(-5, -1, -4)	()	-5	-5	minor	minor	i	i, minor	bII		i	i	True	bII	bII, minor		bII, minor		bII	7	7	7	-4	-4	-4	True	False	False
88	4	65	11	E	1	2	2	1	1	True	1.5	4	7	6	7	6a	22	1/4	False	4	True				False	13	bII(#2)	c#	i		bII(#2)		bII			#2		M	True	True	(-5, 4, -4)	()	-5	-5	minor	minor	i	i, minor	bII		i	i	True	bII	bII, minor		bII(#2), minor		bII	7	7	7	4	4	4	True	False	False
92	4	66	6	F	1	2	2	1	1	True	2.0	4	7	6	7	6a	23	1/4	False	4	True				False	14	bII	c#	i		bII		bII					M	True	True	(-5, -1, -4)	()	-5	-5	minor	minor	i	i, minor	bII		i	i	True	bII	bII, minor		bII, minor		bII	7	7	7	-1	-1	-1	True	False	False
96	4	61	7	C	1	2	2	2	1	True	2.5	4	7	6	7	6a	24	1/4	False	4	True				False	15	iv64	c#	i		iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor		iv64, minor		iv	7	7	7	0	0	0	True	False	True
96	4	69	3	A	0	2	2	1	1	True	2.5	4	7	6	7	6a	24	1/4	False	4	True				False	15	iv64	c#	i		iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor		iv64, minor		iv	7	7	7	-4	-4	-4	True	False	False
100	4	59	5	B	0	2	2	2	1	True	1.0	4	8	7	8	7a	25	1/4	False	3	True				False	16	Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V	Ger	True	True	(-4, 0, -3, 6)	()	6	-4	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio65/V	viio65/V, minor		Ger6, minor	V	V	7	7	8	-2	-2	-3	False	False	False
100	4	67	1	G	0	2	2	1	1	True	1.0	4	8	7	8	7a	25	1/4	False	4	True				False	16	Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V	Ger	True	True	(-4, 0, -3, 6)	()	6	-4	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio65/V	viio65/V, minor		Ger6, minor	V	V	7	7	8	-6	-6	-7	False	False	False
104	4	62	2	D	0	2	2	2	1	True	1.5	4	8	7	8	7a	26	1/4	False	4	False				False	16	Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V	Ger	True	True	(-4, 0, -3, 6)	()	6	-4	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio65/V	viio65/V, minor		Ger6, minor	V	V	7	7	8	-5	-5	-6	False	False	False
104	8	65	11	E	1	2	2	1	1	True	1.5	4	8	7	8	7a	26	1/2	False	4	False				False	16	Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V	Ger	True	True	(-4, 0, -3, 6)	()	6	-4	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio65/V	viio65/V, minor		Ger6, minor	V	V	7	7	8	4	4	3	False	False	False
108	4	61	7	C	1	2	2	2	1	True	2.0	4	8	7	8	7a	27	1/4	False	4	False				False	16	Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V	Ger	True	True	(-4, 0, -3, 6)	()	6	-4	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio65/V	viio65/V, minor		Ger6, minor	V	V	7	7	8	0	0	-1	True	False	False
112	4	59	5	B	0	2	2	2	1	True	2.5	4	8	7	8	7a	28	1/4	False	3	True				False	17	V2/iv	c#	i		V2/iv		V		2		iv	Mm7	True	True	(-2, 0, 4, 1)	()	0	-2	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V2/iv	V2/iv, minor		V2/iv, minor	iv	iv	7	7	6	-2	-2	-1	True	False	True
112	4	77	11	E	1	2	2	1	1	True	2.5	4	8	7	8	7a	28	1/4	False	5	True				False	17	V2/iv	c#	i		V2/iv		V		2		iv	Mm7	True	True	(-2, 0, 4, 1)	()	0	-2	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V2/iv	V2/iv, minor		V2/iv, minor	iv	iv	7	7	6	4	4	5	True	False	False
116	4	57	3	A	0	2	2	2	1	True	1.0	4	9	8	9	8a	29	1/4	False	3	True				False	18	iv6	c#	i		iv6		iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	7	7	7	-4	-4	-4	True	False	True
116	8	78	6	F	1	2	2	1	1	True	1.0	4	9	8	9	8a	29	1/2	False	5	True				False	18	iv6	c#	i		iv6		iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	7	7	7	-1	-1	-1	True	True	False
120	4	59	5	B	0	2	2	2	1	True	1.5	4	9	8	9	8a	30	1/4	False	3	False				False	18	iv6	c#	i		iv6		iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	7	7	7	-2	-2	-2	False	False	False
124	4	61	7	C	1	2	2	2	1	True	2.0	4	9	8	9	8a	31	1/4	False	4	True				False	19	V(64)	c#	i		V(64)		V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	7	7	7	0	0	0	True	False	False
124	4	76	4	E	0	2	2	1	1	True	2.0	4	9	8	9	8a	31	1/4	False	5	True				False	19	V(64)	c#	i		V(64)		V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	7	7	7	-3	-3	-3	True	False	False
128	4	56	8	G	1	2	2	3	1	True	2.5	4	9	8	9	8a	32	1/4	False	3	True				False	20	V	c#	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	7	7	7	1	1	1	True	True	True
128	4	60	12	B	1	2	2	2	1	True	2.5	4	9	8	9	8a	32	1/4	False	3	True				False	20	V	c#	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	7	7	7	5	5	5	True	False	False
128	4	75	9	D	1	2	2	1	1	True	2.5	4	9	8	9	8a	32	1/4	False	5	True				False	20	V	c#	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	7	7	7	2	2	2	True	False	False
132	8	60	12	B	1	2	2	3	1	True	1.0	4	10	9	10	9a	33	1/2	False	3	True				False	21	V6	c#	i		V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	7	7	7	5	5	5	True	False	True
132	4	63	9	D	1	2	2	2	1	True	1.0	4	10	9	10	9a	33	1/4	False	4	True				False	21	V6	c#	i		V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	7	7	7	2	2	2	True	False	False
132	4	75	9	D	1	2	2	1	1	False	1.0	4	10	9	10	9a	33	1/4	False	5	True				False	21	V6	c#	i		V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	7	7	7	2	2	2	True	False	False
136	8	56	8	G	1	2	2	2	1	True	1.5	4	10	9	10	9a	34	1/2	False	3	True				False	22	V7	c#	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	7	7	7	1	1	1	True	True	True
136	4	78	6	F	1	2	2	1	1	True	1.5	4	10	9	10	9a	34	1/4	False	5	True				False	22	V7	c#	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	7	7	7	-1	-1	-1	True	False	False
140	8	61	7	C	1	2	2	3	1	True	2.0	4	10	9	10	9a	35	1/2	False	4	True				False	23	i64	c#	i		i64		i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	7	7	7	0	0	0	True	True	False
140	4	76	4	E	0	2	2	1	1	True	2.0	4	10	9	10	9a	35	1/4	False	5	True				False	23	i64	c#	i		i64		i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	7	7	7	-3	-3	-3	True	False	False
144	4	68	8	G	1	2	2	2	1	True	2.5	4	10	9	10	9a	36	1/4	False	4	True				False	24	i	c#	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	7	7	7	1	1	1	True	False	False
144	4	76	4	E	0	2	2	1	1	True	2.5	4	10	9	10	9a	36	1/4	False	5	True				False	24	i	c#	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	7	7	7	-3	-3	-3	True	False	False
148	12	57	3	A	0	2	2	3	1	True	1.0	4	11	10	11	10a	37	3/4	False	3	True				False	25	#viio2(4)	c#	i		#viio2(4)		#vii	o	2	4		o7	True	True	(-4, 5, -3, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2(4), minor		#vii	7	7	7	-4	-4	-4	True	False	True
148	8	72	12	B	1	2	2	2	1	True	1.0	4	11	10	11	10a	37	1/2	False	4	True				False	25	#viio2(4)	c#	i		#viio2(4)		#vii	o	2	4		o7	True	True	(-4, 5, -3, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2(4), minor		#vii	7	7	7	5	5	5	True	True	False
148	4	76	4	E	0	2	2	1	1	False	1.0	4	11	10	11	10a	37	1/4	False	5	True				False	25	#viio2(4)	c#	i		#viio2(4)		#vii	o	2	4		o7	True	True	(-4, 5, -3, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2(4), minor		#vii	7	7	7	-3	-3	-3	True	False	False
152	8	75	9	D	1	2	2	1	1	True	1.5	4	11	10	11	10a	38	1/2	False	5	True				False	26	#viio2	c#	i		#viio2		#vii	o	2			o7	True	True	(-4, 5, 2, -1)	()	5	-4	minor	minor	i	i, minor	#vii		i	i	True	#viio2	#viio2, minor		#viio2, minor		#vii	7	7	7	2	2	2	True	False	False
156	4	73	7	C	1	2	2	2	1	True	2.0	4	11	10	11	10a	39	1/4	False	5	True				False	27	iio43	c#	i		iio43		ii	o	43			o7	True	True	(-4, -7, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	iio43	iio43, minor		iio43, minor		ii	7	7	7	0	0	0	False	False	False
160	4	56	8	G	1	2	2	3	1	True	2.5	4	11	10	11	10a	40	1/4	False	3	True				False	28	III6	c#	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	7	7	7	1	1	1	True	False	True
160	4	71	5	B	0	2	2	2	1	True	2.5	4	11	10	11	10a	40	1/4	False	4	True				False	28	III6	c#	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	7	7	7	-2	-2	-2	True	False	False
160	4	76	4	E	0	2	2	1	1	True	2.5	4	11	10	11	10a	40	1/4	False	5	True				False	28	III6	c#	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	7	7	7	-3	-3	-3	True	True	False
164	4	54	6	F	1	2	2	3	1	True	1.0	4	12	11	12	11a	41	1/4	False	3	True				False	29	V7/vii	c#	i		V7/vii		V		7		vii	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/vii	vii	vii/i	vii	True	V7/vii	V7/vii, minor		V7/vii, minor	vii	vii	7	7	5	-1	-1	1	True	True	True
164	4	70	10	A	1	2	2	2	1	True	1.0	4	12	11	12	11a	41	1/4	False	4	True				False	29	V7/vii	c#	i		V7/vii		V		7		vii	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/vii	vii	vii/i	vii	True	V7/vii	V7/vii, minor		V7/vii, minor	vii	vii	7	7	5	3	3	5	True	False	False
164	12	76	4	E	0	2	2	1	1	False	1.0	4	12	11	12	11a	41	3/4	False	5	True				False	29	V7/vii	c#	i		V7/vii		V		7		vii	Mm7	True	True	(-1, 3, 0, -3)	()	-1	-1	minor	minor	i	i, minor	V/vii	vii	vii/i	vii	True	V7/vii	V7/vii, minor		V7/vii, minor	vii	vii	7	7	5	-3	-3	-1	True	False	False
168	4	57	3	A	0	2	2	3	1	True	1.5	4	12	11	12	11a	42	1/4	False	3	True				False	30	VI	c#	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	7	7	7	-4	-4	-4	True	True	True
168	4	73	7	C	1	2	2	2	1	True	1.5	4	12	11	12	11a	42	1/4	False	5	True				False	30	VI	c#	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	7	7	7	0	0	0	True	False	False
172	4	56	8	G	1	2	2	3	1	True	2.0	4	12	11	12	11a	43	1/4	False	3	True				False	31	III6	c#	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	7	7	7	1	1	1	True	False	True
172	4	71	5	B	0	2	2	2	1	True	2.0	4	12	11	12	11a	43	1/4	False	4	True				False	31	III6	c#	i		III6		III		6			M	True	True	(1, -2, -3)	()	-3	1	minor	minor	i	i, minor	III		i	i	True	III6	III6, minor		III6, minor		III	7	7	7	-2	-2	-2	True	False	False
176	4	54	6	F	1	2	2	3	1	True	2.5	4	12	11	12	11a	44	1/4	False	3	True				False	32	bII6	c#	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	7	7	7	-1	-1	-1	True	False	True
176	4	57	3	A	0	2	2	2	1	True	2.5	4	12	11	12	11a	44	1/4	False	3	True				False	32	bII6	c#	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	7	7	7	-4	-4	-4	True	False	False
176	4	74	2	D	0	2	2	1	1	True	2.5	4	12	11	12	11a	44	1/4	False	5	True				False	32	bII6	c#	i		bII6		bII		6			M	True	True	(-1, -4, -5)	()	-5	-1	minor	minor	i	i, minor	bII		i	i	True	bII6	bII6, minor		bII6, minor		bII	7	7	7	-5	-5	-5	True	True	False
180	4	52	4	E	0	2	2	3	1	True	1.0	4	13	12	13	12a	45	1/4	False	3	True				False	33	V7/vi	c#	i		V7/vi		V		7		vi	Mm7	True	True	(-3, 1, -2, -5)	()	-3	-3	minor	minor	i	i, minor	V/vi	vi	vi/i	vi	True	V7/vi	V7/vi, minor		V7/vi, minor	vi	vi	7	7	3	-3	-3	1	True	True	True
180	4	56	8	G	1	2	2	2	1	True	1.0	4	13	12	13	12a	45	1/4	False	3	True				False	33	V7/vi	c#	i		V7/vi		V		7		vi	Mm7	True	True	(-3, 1, -2, -5)	()	-3	-3	minor	minor	i	i, minor	V/vi	vi	vi/i	vi	True	V7/vi	V7/vi, minor		V7/vi, minor	vi	vi	7	7	3	1	1	5	True	False	False
180	4	74	2	D	0	2	2	1	1	False	1.0	4	13	12	13	12a	45	1/4	False	5	True				False	33	V7/vi	c#	i		V7/vi		V		7		vi	Mm7	True	True	(-3, 1, -2, -5)	()	-3	-3	minor	minor	i	i, minor	V/vi	vi	vi/i	vi	True	V7/vi	V7/vi, minor		V7/vi, minor	vi	vi	7	7	3	-5	-5	-1	True	False	False
184	4	54	6	F	1	2	2	3	1	True	1.5	4	13	12	13	12a	46	1/4	False	3	True				False	34	iv	c#	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	7	7	7	-1	-1	-1	True	True	True
184	4	57	3	A	0	2	2	2	1	True	1.5	4	13	12	13	12a	46	1/4	False	3	True				False	34	iv	c#	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	7	7	7	-4	-4	-4	True	False	False
184	4	73	7	C	1	2	2	1	1	True	1.5	4	13	12	13	12a	46	1/4	False	5	True				False	34	iv	c#	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	7	7	7	0	0	0	True	False	False
188	8	56	8	G	1	2	2	3	1	True	2.0	4	13	12	13	12a	47	1/2	False	3	True				False	35	V	c#	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	7	7	7	1	1	1	True	True	True
188	4	63	9	D	1	2	2	2	1	True	2.0	4	13	12	13	12a	47	1/4	False	4	True				False	35	V	c#	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	7	7	7	2	2	2	True	False	False
188	4	72	12	B	1	2	2	1	1	True	2.0	4	13	12	13	12a	47	1/4	False	4	True				False	35	V	c#	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	7	7	7	5	5	5	True	False	False
192	4	49	7	C	1	2	2	4	1	True	2.5	4	13	12	13	12a	48	1/4	False	3	True				False	36	V7/iv	c#	i		V7/iv		V		7		iv	Mm7	True	True	(0, 4, 1, -2)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V7/iv	V7/iv, minor		V7/iv, minor	iv	iv	7	7	6	0	0	1	True	True	True
192	4	65	11	E	1	2	2	2	1	True	2.5	4	13	12	13	12a	48	1/4	False	4	True				False	36	V7/iv	c#	i		V7/iv		V		7		iv	Mm7	True	True	(0, 4, 1, -2)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V7/iv	V7/iv, minor		V7/iv, minor	iv	iv	7	7	6	4	4	5	True	False	False
192	4	71	5	B	0	2	2	1	1	True	2.5	4	13	12	13	12a	48	1/4	False	4	True				False	36	V7/iv	c#	i		V7/iv		V		7		iv	Mm7	True	True	(0, 4, 1, -2)	()	0	0	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V7/iv	V7/iv, minor		V7/iv, minor	iv	iv	7	7	6	-2	-2	-1	True	False	False
196	8	53	-1	F	0	2	2	4	1	True	1.0	4	14	13	14	13a	49	1/2	False	3	True				False	37	viio2/VI	c#	i		viio2/VI		vii	o	2		VI	o7	True	True	(-8, 1, -2, -5)	()	1	-8	minor	minor	i	i, minor	vii/VI	VI	VI/i	VI	False	viio2/VI	viio2/VI, minor		viio2/VI, minor	VI	VI	7	7	3	-8	-8	-4	True	False	True
196	4	56	8	G	1	2	2	3	1	False	1.0	4	14	13	14	13a	49	1/4	False	3	True				False	37	viio2/VI	c#	i		viio2/VI		vii	o	2		VI	o7	True	True	(-8, 1, -2, -5)	()	1	-8	minor	minor	i	i, minor	vii/VI	VI	VI/i	VI	False	viio2/VI	viio2/VI, minor		viio2/VI, minor	VI	VI	7	7	3	1	1	5	True	True	False
